transaction_id,n_tests_triggered,tests_triggered,reasons,ml_anomaly_score,ml_flag,risk_score,risk_level
JE104284,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2989,normal,0.3495,Low
JE106798,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2988,normal,0.3494,Low
JE105798,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2984,normal,0.3492,Low
JE105963,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2984,normal,0.3492,Low
JE103520,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2982,normal,0.3491,Low
JE108069,0.0,,,0.698,anomaly,0.349,Low
JE103861,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.298,normal,0.349,Low
JE107332,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.298,normal,0.349,Low
JE104221,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2979,normal,0.349,Low
JE106663,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.298,normal,0.349,Low
JE104003,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.297,normal,0.3485,Low
JE106884,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2962,normal,0.3481,Low
JE102429,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2961,normal,0.348,Low
JE102616,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2953,normal,0.3476,Low
JE106444,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2947,normal,0.3474,Low
JE104808,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2942,normal,0.3471,Low
JE107466,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2942,normal,0.3471,Low
JE107702,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2941,normal,0.347,Low
JE108076,0.0,,,0.6937,anomaly,0.3468,Low
JE102533,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2931,normal,0.3466,Low
JE105182,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.293,normal,0.3465,Low
JE108085,0.0,,,0.6926,anomaly,0.3463,Low
JE104637,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2925,normal,0.3462,Low
JE102997,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2922,normal,0.3461,Low
JE106136,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.291,normal,0.3455,Low
JE107746,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2901,normal,0.3451,Low
JE100506,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2894,normal,0.3447,Low
JE100449,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2894,normal,0.3447,Low
JE101218,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2891,normal,0.3446,Low
JE105724,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2891,normal,0.3446,Low
JE106046,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2893,normal,0.3446,Low
JE107297,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2889,normal,0.3445,Low
JE106111,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2886,normal,0.3443,Low
JE104077,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2884,normal,0.3442,Low
JE105079,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.288,normal,0.344,Low
JE101353,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2881,normal,0.344,Low
JE105433,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2878,normal,0.3439,Low
JE102968,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2877,normal,0.3438,Low
JE102402,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2877,normal,0.3438,Low
JE100897,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2871,normal,0.3436,Low
JE102265,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2872,normal,0.3436,Low
JE104401,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2872,normal,0.3436,Low
JE101254,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2871,normal,0.3436,Low
JE101443,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.287,normal,0.3435,Low
JE105488,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2868,normal,0.3434,Low
JE101087,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2864,normal,0.3432,Low
JE105359,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2865,normal,0.3432,Low
JE104274,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2861,normal,0.343,Low
JE106631,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.286,normal,0.343,Low
JE101798,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2856,normal,0.3428,Low
JE107193,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2855,normal,0.3428,Low
JE100656,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2849,normal,0.3425,Low
JE107806,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2844,normal,0.3422,Low
JE105459,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2842,normal,0.3421,Low
JE102493,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2842,normal,0.3421,Low
JE106233,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2841,normal,0.342,Low
JE105096,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2841,normal,0.342,Low
JE103247,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2841,normal,0.342,Low
JE100111,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2832,normal,0.3416,Low
JE102785,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.283,normal,0.3415,Low
JE102516,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2828,normal,0.3414,Low
JE101987,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2818,normal,0.3409,Low
JE102627,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2817,normal,0.3408,Low
JE106036,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2815,normal,0.3408,Low
JE104434,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2814,normal,0.3407,Low
JE100734,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2812,normal,0.3406,Low
JE106483,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2811,normal,0.3406,Low
JE100926,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2807,normal,0.3404,Low
JE102851,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2807,normal,0.3404,Low
JE103810,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2805,normal,0.3403,Low
JE104280,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2801,normal,0.34,Low
JE105999,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.28,normal,0.34,Low
JE107553,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2795,normal,0.3398,Low
JE102541,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2796,normal,0.3398,Low
JE103172,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2794,normal,0.3397,Low
JE100395,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2789,normal,0.3395,Low
JE102048,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2787,normal,0.3394,Low
JE101892,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2783,normal,0.3392,Low
JE104860,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2781,normal,0.339,Low
JE104053,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2777,normal,0.3388,Low
JE106413,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2772,normal,0.3386,Low
JE102642,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2773,normal,0.3386,Low
JE107377,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.277,normal,0.3385,Low
JE103477,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2763,normal,0.3382,Low
JE100927,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2757,normal,0.3378,Low
JE104190,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2751,normal,0.3376,Low
JE108077,0.0,,,0.6751,anomaly,0.3376,Low
JE104025,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.275,normal,0.3375,Low
JE105366,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2747,normal,0.3374,Low
JE104799,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2748,normal,0.3374,Low
JE105221,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2746,normal,0.3373,Low
JE100038,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2744,normal,0.3372,Low
JE103349,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2743,normal,0.3372,Low
JE106881,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.274,normal,0.337,Low
JE106874,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2738,normal,0.3369,Low
JE104229,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2739,normal,0.3369,Low
JE101561,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2735,normal,0.3368,Low
JE108063,0.0,,,0.673,anomaly,0.3365,Low
JE106636,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.273,normal,0.3365,Low
JE103021,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.273,normal,0.3365,Low
JE102014,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2726,normal,0.3363,Low
JE105461,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2723,normal,0.3362,Low
JE105855,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2721,normal,0.336,Low
JE106477,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2715,normal,0.3358,Low
JE105912,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2713,normal,0.3356,Low
JE107886,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2712,normal,0.3356,Low
JE105650,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2707,normal,0.3354,Low
JE100979,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2708,normal,0.3354,Low
JE104709,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2705,normal,0.3353,Low
JE108074,0.0,,,0.6703,anomaly,0.3352,Low
JE106000,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2688,normal,0.3344,Low
JE100278,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2686,normal,0.3343,Low
JE107967,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2683,normal,0.3342,Low
JE102765,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2681,normal,0.334,Low
JE104553,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2681,normal,0.334,Low
JE107434,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2681,normal,0.334,Low
JE102939,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.268,normal,0.334,Low
JE102661,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2668,normal,0.3334,Low
JE102565,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2666,normal,0.3333,Low
JE105393,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2664,normal,0.3332,Low
JE106294,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2663,normal,0.3332,Low
JE106534,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.266,normal,0.333,Low
JE100775,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2659,normal,0.333,Low
JE102800,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2651,normal,0.3326,Low
JE108081,0.0,,,0.6649,anomaly,0.3325,Low
JE102015,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2645,normal,0.3323,Low
JE107857,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2646,normal,0.3323,Low
JE102006,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2629,normal,0.3314,Low
JE106024,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2617,normal,0.3308,Low
JE103700,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2609,normal,0.3304,Low
JE102918,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2591,normal,0.3296,Low
JE105058,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2591,normal,0.3296,Low
JE108073,0.0,,,0.659,anomaly,0.3295,Low
JE106236,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2588,normal,0.3294,Low
JE100259,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2585,normal,0.3293,Low
JE105171,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2584,normal,0.3292,Low
JE104362,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2572,normal,0.3286,Low
JE104663,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2566,normal,0.3283,Low
JE107063,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2565,normal,0.3283,Low
JE103241,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2562,normal,0.3281,Low
JE107981,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2558,normal,0.3279,Low
JE107207,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2541,normal,0.327,Low
JE103961,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.254,normal,0.327,Low
JE106498,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2535,normal,0.3268,Low
JE108061,0.0,,,0.6536,anomaly,0.3268,Low
JE106528,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2535,normal,0.3268,Low
JE103610,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2534,normal,0.3267,Low
JE103649,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2531,normal,0.3266,Low
JE100452,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2527,normal,0.3264,Low
JE101899,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2526,normal,0.3263,Low
JE107764,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2523,normal,0.3262,Low
JE103352,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2512,normal,0.3256,Low
JE103634,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2508,normal,0.3254,Low
JE102024,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2507,normal,0.3254,Low
JE101284,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2499,normal,0.325,Low
JE103893,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2487,normal,0.3244,Low
JE108037,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2484,normal,0.3242,Low
JE108087,0.0,,,0.647,anomaly,0.3235,Low
JE101902,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2465,normal,0.3233,Low
JE104734,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.246,normal,0.323,Low
JE108060,0.0,,,0.646,anomaly,0.323,Low
JE101524,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.245,normal,0.3225,Low
JE104898,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2449,normal,0.3224,Low
