transaction_id,ml_anomaly_score,ml_flag
JE103124,0.3154,normal
JE103107,0.2721,normal
JE107911,0.1337,normal
JE100007,0.2063,normal
JE103314,0.1051,normal
JE107235,0.1731,normal
JE106643,0.1781,normal
JE102858,0.3266,normal
JE101581,0.1141,normal
JE104073,0.2761,normal
JE107469,0.208,normal
JE103789,0.2809,normal
JE102923,0.2317,normal
JE106758,0.1942,normal
JE100281,0.3476,normal
JE107250,0.3118,normal
JE102780,0.1812,normal
JE106565,0.1748,normal
JE105824,0.2438,normal
JE104123,0.2617,normal
JE107506,0.2469,normal
JE101130,0.1835,normal
JE105022,0.1412,normal
JE107693,0.228,normal
JE104909,0.2625,normal
JE102218,0.3406,normal
JE102514,0.3002,normal
JE101703,0.0986,normal
JE108097,0.4114,normal
JE101388,0.5128,anomaly
JE100181,0.1219,normal
JE107772,0.3355,normal
JE103724,0.3937,normal
JE106059,0.3862,normal
JE104265,0.1992,normal
JE104198,0.3127,normal
JE107061,0.265,normal
JE101783,0.2519,normal
JE100432,0.23,normal
JE105020,0.1323,normal
JE100570,0.3487,normal
JE107539,0.2801,normal
JE100088,0.3267,normal
JE107820,0.2149,normal
JE104179,0.2362,normal
JE105588,0.3426,normal
JE104658,0.3823,normal
JE107424,0.3594,normal
JE106794,0.1959,normal
JE104449,0.1613,normal
JE101950,0.3289,normal
JE101826,0.436,normal
JE106112,0.2796,normal
JE104517,0.115,normal
JE103718,0.4934,anomaly
JE107414,0.0857,normal
JE104813,0.0601,normal
JE103773,0.2246,normal
JE104968,0.2537,normal
JE106479,0.2521,normal
JE101700,0.2398,normal
JE104320,0.2289,normal
JE104010,0.5321,anomaly
JE103649,0.2531,normal
JE106538,0.2585,normal
JE104283,0.3276,normal
JE105066,0.1438,normal
JE105452,0.3889,normal
JE103321,0.3839,normal
JE107491,0.3183,normal
JE101784,0.1672,normal
JE103488,0.192,normal
JE100856,0.1929,normal
JE100265,0.0795,normal
JE107577,0.2903,normal
JE106504,0.1561,normal
JE103391,0.1801,normal
JE106421,0.2934,normal
JE106638,0.2897,normal
JE100487,0.22,normal
JE104597,0.2623,normal
JE107795,0.2779,normal
JE105035,0.1837,normal
JE101585,0.2216,normal
JE101375,0.171,normal
JE103508,0.1967,normal
JE102475,0.3385,normal
JE102429,0.2961,normal
JE106208,0.2117,normal
JE107407,0.2209,normal
JE104322,0.1781,normal
JE100638,0.1294,normal
JE105472,0.0034,normal
JE106468,0.194,normal
JE102355,0.4147,normal
JE102865,0.1878,normal
JE107095,0.4688,anomaly
JE100842,0.2705,normal
JE108042,0.5741,anomaly
JE101904,0.2992,normal
JE103921,0.2674,normal
JE102841,0.4062,normal
JE103635,0.1436,normal
JE102180,0.2108,normal
JE105634,0.3885,normal
JE106345,0.1949,normal
JE104809,0.3162,normal
JE101638,0.2088,normal
JE102294,0.146,normal
JE102225,0.3013,normal
JE104802,0.2887,normal
JE102895,0.3878,normal
JE106576,0.4225,normal
JE107360,0.2602,normal
JE102361,0.1589,normal
JE106042,0.4482,anomaly
JE101768,0.2456,normal
JE101292,0.3878,normal
JE105706,0.452,anomaly
JE105830,0.4645,anomaly
JE101991,0.1323,normal
JE100566,0.2446,normal
JE103216,0.2539,normal
JE103250,0.322,normal
JE103136,0.2704,normal
JE104628,0.0735,normal
JE106134,0.3555,normal
JE101678,0.3459,normal
JE103259,0.3782,normal
JE101459,0.3444,normal
JE100119,0.2342,normal
JE104914,0.1715,normal
JE104292,0.4193,normal
JE106840,0.1754,normal
JE104771,0.1342,normal
JE107170,0.2903,normal
JE104039,0.3138,normal
JE105303,0.4483,anomaly
JE105677,0.2466,normal
JE104573,0.2006,normal
JE101852,0.2964,normal
JE102932,0.3993,normal
JE100589,0.1201,normal
JE104072,0.2129,normal
JE105952,0.6212,anomaly
JE102531,0.1946,normal
JE101611,0.1916,normal
JE101630,0.2013,normal
JE106422,0.2656,normal
JE107980,0.1849,normal
JE100682,0.1743,normal
JE100709,0.2238,normal
JE104077,0.2884,normal
JE107651,0.2458,normal
JE104740,0.215,normal
JE102461,0.1166,normal
JE102503,0.3315,normal
JE106667,0.365,normal
JE101707,0.37,normal
JE101400,0.2779,normal
JE108077,0.6751,anomaly
JE100978,0.2332,normal
JE103402,0.2094,normal
JE101547,0.1874,normal
JE105507,0.122,normal
JE105750,0.2371,normal
JE104621,0.101,normal
JE108075,0.8136,anomaly
JE105372,0.1182,normal
JE106254,0.2875,normal
JE104992,0.1618,normal
JE104491,0.2189,normal
JE107324,0.1692,normal
JE104900,0.3573,normal
JE108092,0.6433,anomaly
JE101144,0.155,normal
JE102537,0.0716,normal
JE103816,0.1974,normal
JE102666,0.4368,normal
JE104824,0.1956,normal
JE100357,0.3571,normal
JE105111,0.1997,normal
JE101324,0.1961,normal
JE106912,0.2014,normal
JE104505,0.1708,normal
JE101833,0.2887,normal
JE106845,0.5586,anomaly
JE101460,0.2035,normal
JE107094,0.3149,normal
JE107450,0.128,normal
JE101470,0.2124,normal
JE101816,0.2161,normal
JE104697,0.2375,normal
JE104729,0.3047,normal
JE106195,0.286,normal
JE104869,0.162,normal
JE108127,0.8959,anomaly
JE107096,0.3105,normal
JE104614,0.3143,normal
JE100400,0.1602,normal
JE100639,0.3894,normal
JE102119,0.438,anomaly
JE107734,0.1639,normal
JE105118,0.2167,normal
JE101262,0.3818,normal
JE100581,0.0992,normal
JE102633,0.2712,normal
JE102646,0.2553,normal
JE100918,0.1286,normal
JE107965,0.1739,normal
JE107260,0.2996,normal
JE104676,0.4749,anomaly
JE107970,0.2451,normal
JE105688,0.1392,normal
JE100888,0.2337,normal
JE103140,0.2862,normal
JE102055,0.2164,normal
JE107067,0.1689,normal
JE106243,0.1411,normal
JE100268,0.2486,normal
JE102882,0.2313,normal
JE101500,0.1824,normal
JE101314,0.1884,normal
JE102372,0.2398,normal
JE100301,0.2251,normal
JE104483,0.2426,normal
JE104456,0.2777,normal
JE104054,0.1185,normal
JE106296,0.3016,normal
JE103875,0.2173,normal
JE101748,0.1931,normal
JE102701,0.1848,normal
JE102567,0.2854,normal
JE107390,0.1878,normal
JE108062,0.7042,anomaly
JE100793,0.23,normal
JE103686,0.2573,normal
JE102566,0.2557,normal
JE107165,0.1681,normal
JE104131,0.3355,normal
JE101374,0.223,normal
JE107198,0.4791,anomaly
JE106058,0.2442,normal
JE102863,0.4587,anomaly
JE100645,0.2011,normal
JE106033,0.3276,normal
JE107134,0.3197,normal
JE102282,0.3052,normal
JE104370,0.1071,normal
JE100052,0.3074,normal
JE105534,0.2108,normal
JE102411,0.2337,normal
JE106142,0.1807,normal
JE101896,0.2536,normal
JE102560,0.374,normal
JE104857,0.1727,normal
JE106847,0.0919,normal
JE101779,0.2012,normal
JE102056,0.1067,normal
JE100675,0.2222,normal
JE105652,0.197,normal
JE106189,0.2423,normal
JE102699,0.1968,normal
JE104462,0.2657,normal
JE100213,0.4231,normal
JE108013,0.1834,normal
JE103854,0.1662,normal
JE103188,0.3244,normal
JE101628,0.4167,normal
JE103793,0.1792,normal
JE102227,0.2575,normal
JE102109,0.1736,normal
JE105283,0.3766,normal
JE106962,0.435,normal
JE106842,0.2257,normal
JE106426,0.4635,anomaly
JE100397,0.216,normal
JE100279,0.1569,normal
JE104568,0.1094,normal
JE105253,0.0451,normal
JE104116,0.2284,normal
JE106571,0.1076,normal
JE106978,0.3647,normal
JE107388,0.3574,normal
JE100423,0.2972,normal
JE101061,0.1665,normal
JE108082,0.6447,anomaly
JE100662,0.2294,normal
JE102967,0.3586,normal
JE106551,0.256,normal
JE105317,0.2445,normal
JE105698,0.1416,normal
JE100063,0.2606,normal
JE107688,0.1956,normal
JE102658,0.1875,normal
JE101272,0.1751,normal
JE107715,0.2205,normal
JE100078,0.1992,normal
JE100540,0.3075,normal
JE101257,0.2491,normal
JE101047,0.3933,normal
JE100824,0.3296,normal
JE103039,0.2713,normal
JE102939,0.268,normal
JE102744,0.254,normal
JE104549,0.1916,normal
JE100805,0.202,normal
JE107364,0.2303,normal
JE102235,0.3463,normal
JE103998,0.1276,normal
JE103827,0.345,normal
JE106417,0.2005,normal
JE100547,0.1314,normal
JE107850,0.4176,normal
JE104433,0.1448,normal
JE104493,0.3528,normal
JE102736,0.1795,normal
JE107308,0.3214,normal
JE107741,0.2144,normal
JE102929,0.3176,normal
JE106959,0.4007,normal
JE100768,0.3039,normal
JE107481,0.3073,normal
JE106398,0.2813,normal
JE105787,0.1901,normal
JE103388,0.3407,normal
JE103471,0.3919,normal
JE103688,0.1661,normal
JE100263,0.4265,normal
JE107735,0.1757,normal
JE100952,0.0882,normal
JE102766,0.3115,normal
JE106127,0.1876,normal
JE101013,0.3266,normal
JE103814,0.3552,normal
JE106640,0.3196,normal
JE100737,0.2004,normal
JE107046,0.1459,normal
JE105958,0.2199,normal
JE103706,0.1518,normal
JE100361,0.3108,normal
JE107345,0.4101,normal
JE101558,0.206,normal
JE104684,0.1716,normal
JE103007,0.2678,normal
JE100585,0.2852,normal
JE101906,0.2598,normal
JE104432,0.4682,anomaly
JE102911,0.1529,normal
JE104753,0.2998,normal
JE105263,0.2757,normal
JE106928,0.1448,normal
JE107340,0.3087,normal
JE103956,0.1553,normal
JE107487,0.1877,normal
JE100668,0.3076,normal
JE102928,0.1699,normal
JE106333,0.1903,normal
JE107348,0.3811,normal
JE107336,0.2081,normal
JE105362,0.2118,normal
JE103674,0.2441,normal
JE105885,0.3948,normal
JE103577,0.3312,normal
JE104422,0.305,normal
JE106501,0.2009,normal
JE103241,0.2562,normal
JE106251,0.1516,normal
JE100424,0.1709,normal
JE107751,0.1533,normal
JE100140,0.3936,normal
JE104886,0.1128,normal
JE100415,0.2159,normal
JE104550,0.1761,normal
JE104611,0.282,normal
JE101424,0.182,normal
JE104440,0.2853,normal
JE103923,0.2061,normal
JE104043,0.2207,normal
JE105555,0.2341,normal
JE107385,0.1243,normal
JE104079,0.1711,normal
JE106255,0.1161,normal
JE102300,0.3437,normal
JE105850,0.3437,normal
JE103581,0.3117,normal
JE108060,0.646,anomaly
JE103121,0.1879,normal
JE103568,0.47,anomaly
JE102509,0.2814,normal
JE100157,0.3204,normal
JE106657,0.3431,normal
JE105402,0.1959,normal
JE108027,0.6345,anomaly
JE104410,0.1872,normal
JE102541,0.2796,normal
JE100670,0.2998,normal
JE104092,0.2534,normal
JE107783,0.2243,normal
JE102770,0.1905,normal
JE105117,0.3117,normal
JE101125,0.2141,normal
JE107024,0.2006,normal
JE102321,0.1995,normal
JE102117,0.1889,normal
JE100941,0.2574,normal
JE107902,0.1783,normal
JE100884,0.1308,normal
JE105778,0.2272,normal
JE105971,0.2403,normal
JE102562,0.1124,normal
JE105506,0.1889,normal
JE107990,0.256,normal
JE100669,0.217,normal
JE107273,0.2563,normal
JE102609,0.3004,normal
JE104596,0.2071,normal
JE101910,0.1955,normal
JE101112,0.2937,normal
JE107371,0.1895,normal
JE101877,0.151,normal
JE103346,0.2285,normal
JE107954,0.2636,normal
JE104908,0.1761,normal
JE102452,0.1191,normal
JE106321,0.2747,normal
JE103407,0.356,normal
JE104455,0.1962,normal
JE100076,0.1948,normal
JE102450,0.0738,normal
JE103055,0.2143,normal
JE108031,0.4854,anomaly
JE107013,0.3775,normal
JE107066,0.2544,normal
JE101494,0.2168,normal
JE105719,0.2158,normal
JE106540,0.1309,normal
JE105790,0.1872,normal
JE101646,0.5946,anomaly
JE101737,0.2951,normal
JE101880,0.2069,normal
JE100599,0.4454,anomaly
JE104099,0.2832,normal
JE101259,0.4242,normal
JE105855,0.2721,normal
JE105067,0.1296,normal
JE103316,0.2009,normal
JE106451,0.2628,normal
JE107697,0.1988,normal
JE106405,0.3124,normal
JE103306,0.6116,anomaly
JE107846,0.3111,normal
JE107215,0.2696,normal
JE102020,0.1887,normal
JE104285,0.1349,normal
JE104817,0.2529,normal
JE104974,0.2473,normal
JE100790,0.3754,normal
JE102881,0.2448,normal
JE107942,0.188,normal
JE105639,0.1166,normal
JE100295,0.2082,normal
JE102958,0.3139,normal
JE105977,0.2742,normal
JE101633,0.185,normal
JE102676,0.1222,normal
JE105357,0.2216,normal
JE102474,0.2152,normal
JE104895,0.1644,normal
JE106393,0.2182,normal
JE100937,0.3293,normal
JE101352,0.1895,normal
JE103174,0.2506,normal
JE106814,0.3427,normal
JE105753,0.2433,normal
JE107460,0.226,normal
JE103917,0.1217,normal
JE105488,0.2868,normal
JE103085,0.2081,normal
JE107644,0.1908,normal
JE102121,0.3828,normal
JE103824,0.3112,normal
JE102921,0.3292,normal
JE105194,0.1648,normal
JE103578,0.2534,normal
JE104152,0.2574,normal
JE101146,0.2379,normal
JE101961,0.3787,normal
JE107142,0.147,normal
JE105046,0.2947,normal
JE100003,0.406,normal
JE104108,0.2138,normal
JE105591,0.1235,normal
JE106809,0.1798,normal
JE100965,0.2144,normal
JE107115,0.2214,normal
JE107401,0.218,normal
JE106819,0.2481,normal
JE100654,0.4217,normal
JE107519,0.1936,normal
JE103351,0.1665,normal
JE104770,0.2064,normal
JE103303,0.2294,normal
JE102380,0.1691,normal
JE106004,0.251,normal
JE104882,0.3158,normal
JE102888,0.18,normal
JE106595,0.3482,normal
JE105635,0.3714,normal
JE106259,0.1821,normal
JE106055,0.1631,normal
JE100745,0.2691,normal
JE105301,0.2077,normal
JE100260,0.2938,normal
JE106853,0.2426,normal
JE102590,0.1761,normal
JE104147,0.3527,normal
JE102937,0.3298,normal
JE100534,0.3076,normal
JE102617,0.3283,normal
JE100634,0.2089,normal
JE100557,0.2558,normal
JE102969,0.3138,normal
JE103505,0.2503,normal
JE106170,0.2063,normal
JE100591,0.172,normal
JE105018,0.269,normal
JE103978,0.4348,normal
JE100887,0.2307,normal
JE105511,0.2292,normal
JE103220,0.307,normal
JE105942,0.1758,normal
JE100496,0.1634,normal
JE103751,0.2934,normal
JE107646,0.3209,normal
JE100363,0.2975,normal
JE102028,0.3535,normal
JE105712,0.1708,normal
JE101151,0.3681,normal
JE100829,0.2375,normal
JE104296,0.1787,normal
JE103086,0.3994,normal
JE100644,0.1929,normal
JE106941,0.4459,anomaly
JE107337,0.2773,normal
JE100318,0.149,normal
JE105080,0.3978,normal
JE101017,0.169,normal
JE100663,0.4698,anomaly
JE100994,0.443,anomaly
JE100649,0.2451,normal
JE102083,0.3892,normal
JE102168,0.177,normal
JE101713,0.4418,anomaly
JE100071,0.2251,normal
JE106531,0.312,normal
JE105061,0.2393,normal
JE103677,0.1685,normal
JE103409,0.2114,normal
JE102627,0.2817,normal
JE101597,0.1071,normal
JE107230,0.3342,normal
JE101687,0.1047,normal
JE104604,0.1879,normal
JE103307,0.3281,normal
JE103154,0.3085,normal
JE106268,0.3075,normal
JE103197,0.2247,normal
JE101313,0.4343,normal
JE104674,0.3565,normal
JE107037,0.2076,normal
JE106924,0.1586,normal
JE102222,0.1187,normal
JE104474,0.2998,normal
JE100907,0.3259,normal
JE104609,0.1225,normal
JE102290,0.2574,normal
JE104224,0.3511,normal
JE104520,0.2184,normal
JE106803,0.2801,normal
JE105158,0.5347,anomaly
JE104832,0.2696,normal
JE103778,0.1948,normal
JE107957,0.2541,normal
JE104034,0.2488,normal
JE107974,0.3793,normal
JE105749,0.252,normal
JE105732,0.1412,normal
JE107662,0.1952,normal
JE106503,0.1056,normal
JE102444,0.348,normal
JE103413,0.3953,normal
JE106233,0.2841,normal
JE100010,0.1992,normal
JE106646,0.4427,anomaly
JE102454,0.2189,normal
JE100874,0.2387,normal
JE105052,0.2612,normal
JE106456,0.3968,normal
JE103066,0.3117,normal
JE104459,0.2886,normal
JE107836,0.2914,normal
JE106044,0.1233,normal
JE107259,0.2093,normal
JE106262,0.2703,normal
JE107638,0.2339,normal
JE107719,0.0728,normal
JE107397,0.2266,normal
JE106406,0.2104,normal
JE107030,0.2743,normal
JE107601,0.3034,normal
JE102731,0.2755,normal
JE106141,0.2938,normal
JE106394,0.1333,normal
JE104194,0.4318,normal
JE105409,0.3267,normal
JE107394,0.1637,normal
JE100285,0.4351,normal
JE103418,0.1518,normal
JE102037,0.2018,normal
JE100821,0.1905,normal
JE107499,0.2532,normal
JE106884,0.2962,normal
JE105906,0.2117,normal
JE106992,0.3105,normal
JE100525,0.3957,normal
JE101898,0.3375,normal
JE105987,0.253,normal
JE105764,0.3778,normal
JE100327,0.2153,normal
JE104157,0.2638,normal
JE104536,0.147,normal
JE105374,0.3912,normal
JE106324,0.3006,normal
JE102197,0.3151,normal
JE105399,0.1593,normal
JE103193,0.3898,normal
JE102943,0.3337,normal
JE102957,0.2456,normal
JE102311,0.1049,normal
JE100499,0.1587,normal
JE106711,0.1689,normal
JE102547,0.1691,normal
JE102783,0.2141,normal
JE102406,0.2523,normal
JE104715,0.2896,normal
JE103839,0.2524,normal
JE103788,0.1729,normal
JE100380,0.1396,normal
JE103049,0.3381,normal
JE107226,0.186,normal
JE106530,0.1713,normal
JE104129,0.165,normal
JE105099,0.1239,normal
JE105440,0.1058,normal
JE105868,0.265,normal
JE101053,0.2028,normal
JE100191,0.3205,normal
JE102789,0.37,normal
JE104841,0.2071,normal
JE102388,0.2017,normal
JE101721,0.3366,normal
JE104460,0.1656,normal
JE104804,0.2878,normal
JE100021,0.2689,normal
JE103446,0.2321,normal
JE107858,0.3517,normal
JE104244,0.1805,normal
JE107524,0.2949,normal
JE102535,0.2254,normal
JE102867,0.304,normal
JE107108,0.2745,normal
JE107868,0.2114,normal
JE104962,0.191,normal
JE106649,0.2819,normal
JE102021,0.2058,normal
JE107878,0.4196,normal
JE108016,0.4399,anomaly
JE105647,0.1944,normal
JE106054,0.1898,normal
JE100209,0.318,normal
JE106492,0.1987,normal
JE104451,0.1796,normal
JE100190,0.4209,normal
JE105679,0.3083,normal
JE105773,0.2179,normal
JE100151,0.2339,normal
JE100023,0.2009,normal
JE106799,0.235,normal
JE107941,0.1353,normal
JE103985,0.2013,normal
JE101332,0.4991,anomaly
JE104303,0.3845,normal
JE100443,0.3435,normal
JE100658,0.2716,normal
JE102356,0.2734,normal
JE104821,0.1155,normal
JE101383,0.3626,normal
JE101808,0.3485,normal
JE107705,0.2412,normal
JE106279,0.2529,normal
JE102799,0.2064,normal
JE101963,0.2145,normal
JE107946,0.2552,normal
JE104623,0.149,normal
JE100551,0.4273,normal
JE104102,0.2244,normal
JE107876,0.2033,normal
JE104082,0.2825,normal
JE107790,0.2036,normal
JE105932,0.1663,normal
JE104808,0.2942,normal
JE107376,0.4785,anomaly
JE100940,0.1309,normal
JE102470,0.2383,normal
JE104893,0.3192,normal
JE102818,0.2438,normal
JE108067,0.7148,anomaly
JE107164,0.2405,normal
JE103859,0.18,normal
JE105535,0.2589,normal
JE105183,0.2375,normal
JE107043,0.2302,normal
JE102899,0.3932,normal
JE102104,0.3527,normal
JE101528,0.4172,normal
JE100341,0.1529,normal
JE102415,0.4145,normal
JE104376,0.1905,normal
JE106826,0.2441,normal
JE107608,0.2007,normal
JE104083,0.3424,normal
JE100421,0.2258,normal
JE100762,0.111,normal
JE103516,0.2385,normal
JE102390,0.2663,normal
JE104868,0.2241,normal
JE104864,0.1467,normal
JE100865,0.2297,normal
JE101869,0.3644,normal
JE102389,0.3837,normal
JE100504,0.2573,normal
JE103442,0.3018,normal
JE105708,0.1699,normal
JE104527,0.2393,normal
JE108066,0.748,anomaly
JE103805,0.1476,normal
JE100770,0.1474,normal
JE100885,0.3061,normal
JE106795,0.2005,normal
JE106922,0.192,normal
JE104380,0.2073,normal
JE106805,0.1395,normal
JE104372,0.2808,normal
JE102527,0.1879,normal
JE106631,0.286,normal
JE106249,0.299,normal
JE101287,0.2974,normal
JE104764,0.1171,normal
JE104671,0.1665,normal
JE102980,0.4365,normal
JE103594,0.1869,normal
JE100711,0.1655,normal
JE107511,0.2847,normal
JE107578,0.1855,normal
JE100099,0.4693,anomaly
JE103530,0.2252,normal
JE100891,0.1773,normal
JE103416,0.234,normal
JE103219,0.201,normal
JE105722,0.4537,anomaly
JE101983,0.2291,normal
JE104018,0.2281,normal
JE106458,0.1944,normal
JE104315,0.1695,normal
JE101040,0.4948,anomaly
JE108083,0.6256,anomaly
JE107513,0.153,normal
JE102596,0.3955,normal
JE104848,0.309,normal
JE105794,0.2169,normal
JE101063,0.362,normal
JE103334,0.2544,normal
JE104321,0.1653,normal
JE105818,0.1865,normal
JE101251,0.0982,normal
JE105074,0.1443,normal
JE101466,0.1782,normal
JE105349,0.1712,normal
JE104995,0.2351,normal
JE101992,0.2382,normal
JE106854,0.2634,normal
JE105427,0.2325,normal
JE101399,0.3149,normal
JE105513,0.2545,normal
JE100671,0.258,normal
JE101263,0.1641,normal
JE107903,0.3009,normal
JE102762,0.1712,normal
JE104351,0.2669,normal
JE100385,0.2422,normal
JE106848,0.4294,normal
JE102023,0.2692,normal
JE101197,0.136,normal
JE100417,0.2724,normal
JE105656,0.3028,normal
